comments{
}
info{
rowcount:34
colcount:34
camerapos:Translation: X=5100.000 Y=5100.000 Z=0.000 Rotation: P=44.999989 Y=-89.999992 R=0.000002 Scale X=1.000 Y=1.000 Z=1.000
biome:rock
creator:pepijn
spiderrate:10
spidermin:2
spidermax:4
version:2023-08-14-1
opencaves:17,15/
levelname:Energy Ethnography
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,11,11,11,11,11,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,11,11,11,11,11,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,6,6,6,6,6,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,6,6,6,6,6,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,1,11,11,11,11,11,6,6,6,11,38,38,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,11,11,6,6,1,11,6,6,1,11,1,1,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,11,11,6,6,1,11,1,6,1,11,1,1,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,11,11,1,6,1,11,6,6,1,11,38,38,1,1,1,1,1,1,1,1,11,11,11,11,11,11,1,1,1,38,38,38,
38,38,11,11,1,6,1,26,26,6,1,11,38,38,1,1,14,1,1,1,1,1,11,11,11,11,11,11,1,1,1,42,38,38,
38,38,11,11,1,6,6,26,26,6,6,11,38,38,1,14,24,14,1,1,1,1,11,11,11,11,11,11,1,1,1,38,38,38,
38,38,11,11,1,6,6,11,6,6,6,11,38,38,1,14,14,14,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
